,orders.id,orders.name,orders.line_items.id,orders.fulfillment_status,orders.line_items.sku,orders.line_items.quantity,orders.line_items.fulfillment_status,orders.line_items.fulfillable_quantity,,,,,,,
5585380-27008,1227842191489,#5585380,2617443385473,partial,27008,1,fulfilled,0,,,,,,,
5585380-570562,1227842191489,#5585380,2617443418241,partial,570562,2,fulfilled,0,,,,,,,
5585380-2608726,1227842191489,#5585380,2617443451009,partial,2608726,1,fulfilled,0,,,,,,,
5585380-382647,1227842191489,#5585380,2617443483777,partial,382647,1,fulfilled,0,,,,,,,
5580077-693824,1227668390017,#5580077,2617114427521,partial,693824,3,fulfilled,0,,,,,,,
5580077-481790,1227668390017,#5580077,2617114460289,partial,481790,10,pending,10,,,,,,,
5579945-11520,1227664064641,#5579945,2617105285249,partial,11520,1,pending,1,,,,,,,
5579945-910159,1227664064641,#5579945,2617105318017,partial,910159,1,pending,1,,,,,,,
5579945-20549,1227664064641,#5579945,2617105350785,partial,20549,1,pending,1,,,,,,,
5579945-2864178,1227664064641,#5579945,2617105383553,partial,2864178,2,fulfilled,0,,,,,,,
5579904-2899047,1227662721153,#5579904,2617102336129,partial,2899047,1,fulfilled,0,,,,,,,
5579904-243132,1227662721153,#5579904,2617102368897,partial,243132,1,fulfilled,0,,,,,,,
5579904-2936420,1227662721153,#5579904,2617102401665,partial,2936420,1,pending,1,,,,,,,
5579889-2763758,1227662229633,#5579889,2617101189249,partial,2763758,1,fulfilled,0,,,,,,,
5579889-2797971,1227662229633,#5579889,2617101222017,partial,2797971,1,pending,1,,,,,,,
5579889-918532,1227662229633,#5579889,2617101254785,partial,918532,5,pending,5,,,,,,,
5579889-934423,1227662229633,#5579889,2617101287553,partial,934423,1,pending,1,,,,,,,
5579889-1698850,1227662229633,#5579889,2617101320321,partial,1698850,1,pending,1,,,,,,,
5579889-11132,1227662229633,#5579889,2617101353089,partial,11132,2,fulfilled,0,,,,,,,
5579889-2909881,1227662229633,#5579889,2617101385857,partial,2909881,4,pending,4,,,,,,,
5579889-937956,1227662229633,#5579889,2617101418625,partial,937956,3,pending,3,,,,,,,
5579880-300065,1227661934721,#5579880,2617100075137,partial,300065,1,fulfilled,0,,,,,,,
5579880-343053,1227661934721,#5579880,2617100107905,partial,343053,1,pending,1,,,,,,,
5579880-41915,1227661934721,#5579880,2617100140673,partial,41915,1,pending,1,,,,,,,
5579880-572002,1227661934721,#5579880,2617100173441,partial,572002,1,pending,1,,,,,,,
5579880-385581,1227661934721,#5579880,2617100206209,partial,385581,2,pending,2,,,,,,,
5579880-479872,1227661934721,#5579880,2617100238977,partial,479872,1,pending,1,,,,,,,
5579880-583608,1227661934721,#5579880,2617100271745,partial,583608,1,fulfilled,0,,,,,,,
5579880-937956,1227661934721,#5579880,2617100304513,partial,937956,1,pending,1,,,,,,,
5579880-13583,1227661934721,#5579880,2617100337281,partial,13583,1,pending,1,,,,,,,
5579880-13579,1227661934721,#5579880,2617100370049,partial,13579,3,pending,3,,,,,,,
5579880-14336,1227661934721,#5579880,2617100402817,partial,14336,2,pending,2,,,,,,,
5579849-2869011,1227660918913,#5579849,2617097846913,partial,2869011,1,fulfilled,0,,,,,,,
5579849-1935520,1227660918913,#5579849,2617097879681,partial,1935520,1,pending,1,,,,,,,
5579841-807583,1227660656769,#5579841,2617097388161,partial,807583,2,pending,2,,,,,,,
5579841-2952432,1227660656769,#5579841,2617097420929,partial,2952432,1,fulfilled,0,,,,,,,
5579762-675202,1227658068097,#5579762,2617090900097,partial,675202,1,pending,1,,,,,,,
5579762-675198,1227658068097,#5579762,2617090932865,partial,675198,1,pending,1,,,,,,,
5579762-26507,1227658068097,#5579762,2617090965633,partial,26507,10,pending,10,,,,,,,
5579762-444336,1227658068097,#5579762,2617090998401,partial,444336,1,pending,1,,,,,,,
5579762-975788,1227658068097,#5579762,2617091031169,partial,975788,1,pending,1,,,,,,,
5579762-1023926,1227658068097,#5579762,2617091063937,partial,1023926,1,fulfilled,0,,,,,,,
5579762-789250,1227658068097,#5579762,2617091096705,partial,789250,1,pending,1,,,,,,,
5579449-36189,1227647811713,#5579449,2617064554625,partial,36189,2,pending,2,,,,,,,
5579449-2831673,1227647811713,#5579449,2617064587393,partial,2831673,1,fulfilled,0,,,,,,,
5579440-2097980,1227647516801,#5579440,2617063735425,partial,2097980,1,pending,1,,,,,,,
5579440-79416,1227647516801,#5579440,2617063768193,partial,79416,2,fulfilled,0,,,,,,,
5579353-2146136,1227644665985,#5579353,2617055576193,partial,2146136,1,pending,1,,,,,,,
5579353-1231207,1227644665985,#5579353,2617055608961,partial,1231207,1,fulfilled,0,,,,,,,
5579342-496893,1227644305537,#5579342,2617054396545,partial,496893,1,pending,1,,,,,,,
5579342-43454,1227644305537,#5579342,2617054429313,partial,43454,1,pending,1,,,,,,,
5579342-493081,1227644305537,#5579342,2617054462081,partial,493081,1,pending,1,,,,,,,
5579342-433427,1227644305537,#5579342,2617054494849,partial,433427,1,pending,1,,,,,,,
5579342-11638,1227644305537,#5579342,2617054527617,partial,11638,1,pending,1,,,,,,,
5579342-2836490,1227644305537,#5579342,2617054560385,partial,2836490,1,fulfilled,0,,,,,,,
5579342-522437,1227644305537,#5579342,2617054593153,partial,522437,1,pending,1,,,,,,,
5579342-522435,1227644305537,#5579342,2617054625921,partial,522435,1,pending,1,,,,,,,
5579246-2519088,1227641159809,#5579246,2617046532225,partial,2519088,1,pending,1,,,,,,,
5579246-24179415,1227641159809,#5579246,2617046564993,partial,24179415,1,fulfilled,0,,,,,,,
5579246-1569918,1227641159809,#5579246,2617046597761,partial,1569918,1,fulfilled,0,,,,,,,
5579246-967290,1227641159809,#5579246,2617046630529,partial,967290,1,pending,1,,,,,,,
5579246-2472622,1227641159809,#5579246,2617046663297,partial,2472622,1,fulfilled,0,,,,,,,
5579135-1115010,1227637522561,#5579135,2617038143617,partial,1115010,1,fulfilled,0,,,,,,,
5579135-518061,1227637522561,#5579135,2617038176385,partial,518061,1,pending,1,,,,,,,
5579135-13535,1227637522561,#5579135,2617038209153,partial,13535,3,pending,3,,,,,,,
5579021-24008877,1227633787009,#5579021,2617028182145,partial,24008877,1,fulfilled,0,,,,,,,
5579021-1247243,1227633787009,#5579021,2617028214913,partial,1247243,1,pending,1,,,,,,,
5579021-2937160,1227633787009,#5579021,2617028247681,partial,2937160,1,pending,1,,,,,,,
5579021-2554507,1227633787009,#5579021,2617028280449,partial,2554507,1,pending,1,,,,,,,
5579021-380479,1227633787009,#5579021,2617028313217,partial,380479,1,fulfilled,0,,,,,,,
5579021-2911136,1227633787009,#5579021,2617028345985,partial,2911136,1,pending,1,,,,,,,
5578989-379941,1227632738433,#5578989,2617024544897,partial,379941,1,fulfilled,0,,,,,,,
5578989-2870765,1227632738433,#5578989,2617024577665,partial,2870765,1,pending,1,,,,,,,
5578989-2858952,1227632738433,#5578989,2617024610433,partial,2858952,1,pending,1,,,,,,,
5578989-220368,1227632738433,#5578989,2617024643201,partial,220368,1,fulfilled,0,,,,,,,
5578989-1517249,1227632738433,#5578989,2617024675969,partial,1517249,1,fulfilled,0,,,,,,,
5578989-1675188,1227632738433,#5578989,2617024708737,partial,1675188,1,pending,1,,,,,,,
5578989-813213,1227632738433,#5578989,2617024741505,partial,813213,1,pending,1,,,,,,,
5578989-ecofee-sku-1,1227632738433,#5578989,2617024774273,partial,ecofee-sku-1,1,pending,1,,,,,,,
5578989-ecofee-sku-2,1227632738433,#5578989,2617024807041,partial,ecofee-sku-2,1,pending,1,,,,,,,
